Date,Station,Depth,COND,Temperature,Salinity,Density,PAR,Fluorescence,Turbidity,Beam,O2conc,O2Saturation
18/09/2012,1,20.242,,14.399,32.0865,23.854,1.74E-01,3.1075,1.6434,,223.0306,85.13539
18/09/2012,1,20.35,,14.4003,32.0867,23.8539,1.67E-01,3.1075,2.2538,,222.74884,85.0303
18/09/2012,1,20.441,,14.4032,32.0857,23.8525,1.52E-01,3.1075,2.2519,,222.82779,85.06494
18/09/2012,1,20.514,,14.4028,32.0864,23.8532,1.41E-01,2.8466,1.7808,,223.1201,85.17612
18/09/2012,1,20.601,,14.4018,32.0864,23.8534,1.36E-01,2.8382,1.7651,,223.54073,85.33493
18/09/2012,1,20.689,,14.401,32.0867,23.8537,1.33E-01,2.8183,1.5538,,223.7475,85.41267
18/09/2012,1,20.776,,14.4015,32.0862,23.8533,1.20E-01,2.8137,1.5141,,223.66087,85.38022
18/09/2012,1,20.843,,14.4005,32.0863,23.8536,1.19E-01,3.0602,1.6492,,223.352,85.26061
18/09/2012,1,20.9,,14.3999,32.0867,23.854,1.13E-01,3.1571,1.7033,,222.96204,85.11103
18/09/2012,1,20.951,,14.3999,32.0868,23.854,1.08E-01,3.0411,2.015,,222.99391,85.1231
18/09/2012,1,21.002,,14.3999,32.0867,23.8539,1.03E-01,2.9618,2.2336,,223.17711,85.19305
18/09/2012,1,21.053,,14.3986,32.087,23.8545,1.01E-01,3.1754,2.0013,,223.37494,85.26651
18/09/2012,1,21.118,,14.3985,32.0867,23.8543,9.69E-02,3.4241,1.7281,,223.3783,85.26745
18/09/2012,1,21.182,,14.4,32.0864,23.8537,9.05E-02,3.2265,1.6953,,223.25249,85.22185
18/09/2012,1,21.231,,14.4018,32.0863,23.8533,8.31E-02,2.8397,1.6289,,223.26061,85.22795
18/09/2012,1,21.289,,14.4015,32.0863,23.8533,8.00E-02,2.8366,1.6015,,223.24658,85.22213
18/09/2012,1,21.348,,14.4009,32.0865,23.8536,7.77E-02,2.8267,1.4958,,223.61696,85.3626
18/09/2012,1,21.394,,14.4018,32.0862,23.8532,6.97E-02,2.8519,1.4909,,223.69649,85.39437
18/09/2012,1,21.446,,14.4023,32.0863,23.8532,7.23E-02,3.1456,1.434,,223.65942,85.38116
18/09/2012,1,21.513,,14.4025,32.0861,23.853,6.67E-02,3.1449,1.434,,223.4243,85.29164
18/09/2012,1,21.58,,14.4033,32.086,23.8528,6.29E-02,3.1334,1.6316,,223.13984,85.18432
18/09/2012,1,21.637,,14.4058,32.0858,23.8521,5.74E-02,3.1327,1.6415,,223.3391,85.26463
18/09/2012,1,21.684,,14.4095,32.0846,23.8503,5.68E-02,3.5363,1.582,,223.70913,85.41152
18/09/2012,1,21.733,,14.415,32.0836,23.8484,5.44E-02,3.6209,1.5698,,223.90102,85.49378
18/09/2012,1,21.793,,14.4291,32.0784,23.8415,5.01E-02,3.0907,1.8895,,223.93812,85.52966
18/09/2012,1,21.858,,14.4729,32.07,23.8258,5.00E-02,2.8641,2.0283,,223.53647,85.44727
18/09/2012,1,21.921,,14.4489,32.0783,23.8373,4.33E-02,3.2265,1.9593,,223.45816,85.38043
18/09/2012,1,21.987,,14.4291,32.0801,23.8428,3.70E-02,3.4981,1.9067,,223.44124,85.34079
18/09/2012,1,22.039,,14.4195,32.0874,23.8504,3.91E-02,3.4539,1.9631,,223.37035,85.30094
18/09/2012,1,22.078,,14.4134,32.0923,23.8555,3.17E-02,3.3989,2.0341,,223.38492,85.29859
18/09/2012,1,22.134,,14.4137,32.0883,23.8523,3.05E-02,3.3028,1.851,,223.5838,85.37304
18/09/2012,1,22.21,,14.4155,32.0847,23.8492,2.92E-02,3.096,1.4527,,223.95113,85.51444
18/09/2012,1,22.277,,14.4167,32.0836,23.8481,2.73E-02,3.1609,1.4664,,224.22205,85.61938
18/09/2012,1,22.325,,14.4325,32.0785,23.8409,2.13E-02,3.4355,1.5263,,223.95087,85.54047
18/09/2012,1,22.372,,14.5089,32.0756,23.8226,2.20E-02,3.4653,1.5309,,223.22089,85.39171
18/09/2012,1,22.429,,14.6381,32.0304,23.7606,1.68E-02,3.9299,1.6072,,222.06075,85.1456
18/09/2012,1,22.495,,14.5922,32.048,23.7838,1.22E-02,3.9292,1.6068,,221.82423,84.98559
18/09/2012,1,22.552,,14.5171,32.0622,23.8105,9.92E-03,3.2425,2.2244,,222.05644,84.95329
18/09/2012,1,22.607,,14.4676,32.0797,23.8344,6.95E-03,3.1937,2.2702,,222.54737,85.06534
18/09/2012,1,22.662,,14.5467,32.0608,23.8032,6.92E-03,3.2784,1.6621,,222.62221,85.21987
18/09/2012,1,22.723,,14.6118,32.0363,23.7707,4.29E-03,3.299,1.5141,,222.25862,85.17951
18/09/2012,1,22.784,,14.7557,31.9628,23.6836,2.17E-03,3.8651,1.5923,,221.69719,85.17216
18/09/2012,1,22.836,,14.7226,32.013,23.7293,3.57E-04,4.1329,1.6293,,221.82605,85.19126
18/09/2012,1,22.889,,14.7964,31.9749,23.6843,3.36E-03,3.5881,1.5561,,222.00937,85.36818
18/09/2012,1,22.944,,14.7893,31.9958,23.7019,1.12E-03,3.1449,1.4958,,222.70994,85.63633
18/09/2012,1,23.007,,14.761,32.0267,23.7317,5.82E-04,3.331,1.5675,,223.34274,85.84722
18/09/2012,1,23.068,,14.7824,32.001,23.7074,5.22E-04,3.5836,1.6663,,223.56721,85.95687
18/09/2012,1,23.125,,14.7479,32.026,23.7339,1.02E-04,3.7529,1.6556,,223.85546,86.02124
18/09/2012,1,23.177,,14.7091,32.0433,23.7555,8.76E-05,4.1573,1.6301,,224.52248,86.21954
18/09/2012,1,23.231,,14.6942,32.0597,23.7713,8.76E-05,4.0894,1.6293,,225.13428,86.43737
18/09/2012,1,23.291,,14.7138,32.0265,23.7416,8.76E-05,3.7568,1.6293,,225.44872,86.57435
18/09/2012,1,23.353,,14.7127,32.0243,23.7402,1.02E-04,3.7514,1.6247,,225.87382,86.73456
18/09/2012,1,23.411,,14.6831,32.0323,23.7525,1.02E-04,3.6202,1.4954,,226.30782,86.85378
18/09/2012,1,23.46,,14.6952,32.0213,23.7415,8.76E-05,3.6209,1.4954,,226.68826,87.01504
18/09/2012,1,23.505,,14.699,32.0406,23.7555,8.76E-05,4.522,1.4847,,227.06179,87.17551
18/09/2012,1,23.565,,14.7074,32.0394,23.7529,1.02E-04,4.6097,1.4832,,227.15925,87.22697
18/09/2012,1,23.642,,14.75,32.0212,23.7298,8.76E-05,3.9902,1.4691,,227.32295,87.35486
18/09/2012,1,23.702,,14.7945,31.9967,23.7015,8.76E-05,3.8178,1.4649,,227.6202,87.53411
18/09/2012,1,23.744,,14.8321,32.0052,23.7001,8.76E-05,3.5683,2.0428,,227.74502,87.65279
18/09/2012,1,23.788,,14.8213,32.0133,23.7086,8.76E-05,3.4363,2.3488,,227.82991,87.6709
18/09/2012,1,23.846,,14.8046,32.0214,23.7184,8.76E-05,3.7293,2.139,,227.51445,87.52441
18/09/2012,1,23.919,,14.7809,32.0263,23.7272,8.76E-05,3.9902,1.9505,,227.34031,87.41848
18/09/2012,1,23.984,,14.7775,32.0319,23.7323,8.76E-05,3.5447,1.9181,,227.15153,87.34296
18/09/2012,1,24.025,,14.766,32.0309,23.7339,8.76E-05,2.8755,1.87,,226.76913,87.17532
18/09/2012,1,24.075,,14.7623,32.0302,23.7342,8.76E-05,3.1395,1.7815,,226.81129,87.18457
18/09/2012,1,24.137,,14.772,32.0194,23.7237,8.76E-05,3.8422,1.545,,227.23642,87.35928
18/09/2012,1,24.199,,14.7776,32.0205,23.7235,8.76E-05,3.7964,1.6442,,227.83266,87.59896
18/09/2012,1,24.254,,14.7772,32.0248,23.7269,8.76E-05,3.5225,2.2404,,228.63569,87.90926
18/09/2012,1,24.305,,14.7671,32.0284,23.7318,8.76E-05,3.5157,2.229,,229.09918,88.0715
18/09/2012,1,24.359,,14.776,32.0205,23.7238,8.76E-05,3.1571,1.545,,229.33778,88.17484
18/09/2012,1,24.42,,14.77,32.0287,23.7314,8.76E-05,3.1571,1.545,,230.01896,88.43051
18/09/2012,1,24.486,,14.7734,32.0231,23.7263,8.76E-05,3.5256,1.5725,,230.10156,88.46529
18/09/2012,1,24.542,,14.7714,32.0266,23.7295,8.76E-05,3.5706,1.5759,,229.85988,88.37072
18/09/2012,1,24.587,,14.7702,32.0269,23.7299,8.76E-05,3.2364,1.6038,,229.42575,88.20182
18/09/2012,1,24.633,,14.7693,32.0255,23.729,8.76E-05,3.1319,1.6129,,229.3219,88.1595
18/09/2012,1,24.699,,14.7621,32.0288,23.7331,8.76E-05,3.3486,1.6167,,229.36309,88.16442
18/09/2012,1,24.767,,14.7698,32.0234,23.7273,8.76E-05,3.4722,1.619,,229.32061,88.15868
18/09/2012,1,24.823,,14.7896,32.0225,23.7225,8.76E-05,3.2685,1.9948,,228.83426,88.0063
18/09/2012,1,24.874,,14.7932,32.022,23.7213,8.76E-05,3.0709,2.3614,,228.31965,87.81447
18/09/2012,1,24.921,,14.7981,32.0203,23.7189,8.76E-05,3.1128,2.0703,,228.1746,87.76631
18/09/2012,1,24.98,,14.8061,32.0194,23.7166,8.76E-05,3.1815,1.595,,228.21801,87.79665
18/09/2012,1,25.047,,14.8075,32.0202,23.7168,8.76E-05,3.2204,1.608,,228.60209,87.94741
18/09/2012,1,25.108,,14.8067,32.0201,23.7169,8.76E-05,3.3364,1.6476,,228.56251,87.93067
18/09/2012,1,25.161,,14.7976,32.0245,23.7223,8.76E-05,3.302,1.6293,,228.56511,87.91796
18/09/2012,1,25.21,,14.7825,32.0264,23.727,8.76E-05,3.0594,1.5015,,228.64977,87.92499
18/09/2012,1,25.267,,14.7875,32.0238,23.7239,8.76E-05,3.0594,1.5023,,228.71182,87.95615
18/09/2012,1,25.333,,14.7911,32.0233,23.7227,8.76E-05,3.254,1.8441,,229.06991,88.10006
18/09/2012,1,25.395,,14.7779,32.0272,23.7285,8.76E-05,3.2547,1.8456,,229.8382,88.37419
18/09/2012,1,25.447,,14.778,32.0264,23.7278,8.76E-05,2.9549,1.6209,,230.86853,88.77016
18/09/2012,1,25.494,,14.7775,32.0274,23.7287,8.76E-05,2.9114,1.5881,,231.34384,88.95258
18/09/2012,1,25.548,,14.7724,32.0284,23.7306,8.76E-05,3.183,1.6156,,230.99909,88.81151
18/09/2012,1,25.618,,14.7706,32.0277,23.7305,8.76E-05,3.2753,1.6251,,230.32618,88.54909
18/09/2012,1,25.684,,14.7724,32.0267,23.7293,8.76E-05,3.283,1.6213,,229.50106,88.23456
18/09/2012,1,25.735,,14.7701,32.0276,23.7305,8.76E-05,3.2875,1.6194,,229.26033,88.13843
18/09/2012,1,25.783,,14.7802,32.0246,23.726,8.76E-05,3.2463,1.6331,,229.10772,88.09599
18/09/2012,1,25.839,,14.7726,32.0268,23.7293,8.76E-05,3.2051,1.648,,228.90331,88.00519
18/09/2012,1,25.903,,14.788,32.0232,23.7233,8.76E-05,3.1914,1.6499,,229.07476,88.09632
18/09/2012,1,25.961,,14.7617,32.0339,23.7371,8.76E-05,3.1685,1.6541,,229.59461,88.25539
18/09/2012,1,26.017,,14.7533,32.0329,23.7381,8.76E-05,3.1334,1.6427,,230.06053,88.41908
18/09/2012,1,26.066,,14.7291,32.0347,23.7447,8.76E-05,3.022,1.6068,,230.5657,88.57121
18/09/2012,1,26.125,,14.7243,32.0371,23.7475,8.76E-05,3.0739,1.5931,,230.37933,88.49219
18/09/2012,1,26.192,,14.7109,32.0392,23.752,8.76E-05,3.4729,1.4893,,230.15942,88.38514
18/09/2012,1,26.252,,14.7089,32.0392,23.7524,8.76E-05,3.4722,1.4897,,230.2626,88.42119
18/09/2012,1,26.297,,14.6921,32.0441,23.7597,8.76E-05,3.2761,1.7258,,230.42764,88.45736
18/09/2012,1,26.352,,14.6571,32.0561,23.7764,8.76E-05,3.2746,1.7281,,230.37051,88.37968
18/09/2012,1,26.418,,14.6401,32.0412,23.7685,8.76E-05,3.3707,1.5168,,229.85968,88.14549
18/09/2012,1,26.479,,14.6198,32.0557,23.784,8.76E-05,3.386,1.4836,,229.32087,87.91073
18/09/2012,1,26.529,,14.6309,32.0503,23.7774,8.76E-05,3.1891,1.5958,,228.70761,87.69242
18/09/2012,1,26.577,,14.6551,32.0476,23.7703,8.76E-05,3.1197,1.635,,228.35755,87.59927
18/09/2012,1,26.636,,14.6627,32.0455,23.7671,8.76E-05,3.1426,1.5835,,227.8849,87.43026
18/09/2012,1,26.702,,14.689,32.0419,23.7587,8.76E-05,3.1563,1.5515,,227.59046,87.36159
18/09/2012,1,26.762,,14.6854,32.0446,23.7615,8.76E-05,3.1922,1.6343,,227.58516,87.35476
18/09/2012,1,26.814,,14.6777,32.0465,23.7646,8.76E-05,3.2296,1.722,,227.76294,87.41034
18/09/2012,1,26.866,,14.6858,32.0376,23.7561,8.76E-05,3.1678,1.7529,,227.63973,87.37252
18/09/2012,1,26.927,,14.699,32.0378,23.7535,8.76E-05,3.0587,1.8082,,226.97713,87.14145
18/09/2012,1,26.984,,14.7067,32.0364,23.7507,8.76E-05,3.1533,1.7792,,226.33202,86.90655
18/09/2012,1,27.039,,14.7098,32.0336,23.7479,8.76E-05,3.4592,1.685,,226.15629,86.84291
18/09/2012,1,27.101,,14.7215,32.0339,23.7456,8.76E-05,3.4195,1.6915,,226.4587,86.97969
18/09/2012,1,27.157,,14.7149,32.0402,23.7519,8.76E-05,3.0823,1.7472,,227.284,87.28855
18/09/2012,1,27.213,,14.7203,32.0346,23.7465,8.76E-05,3.0831,1.7468,,228.22094,87.65483
18/09/2012,1,27.27,,14.7176,32.0353,23.7476,8.76E-05,3.2158,1.5675,,228.71764,87.84125
18/09/2012,1,27.324,,14.7186,32.0347,23.7469,8.76E-05,3.2181,1.5637,,228.93029,87.92426
18/09/2012,1,27.377,,14.7207,32.0328,23.745,8.76E-05,3.1349,1.6003,,228.91535,87.92129
18/09/2012,1,27.436,,14.7418,32.0276,23.7365,8.76E-05,3.1205,1.6068,,228.86335,87.93584
18/09/2012,1,27.501,,14.7413,32.0316,23.7397,8.76E-05,3.5126,1.6412,,228.97555,87.98024
18/09/2012,1,27.562,,14.7409,32.0328,23.7407,8.76E-05,3.6576,1.6541,,228.97351,87.97935
18/09/2012,1,27.612,,14.7463,32.029,23.7366,8.76E-05,3.3783,1.6503,,229.0826,88.02866
18/09/2012,1,27.665,,14.7524,32.0284,23.7348,8.76E-05,3.1937,1.6476,,229.02258,88.01612
18/09/2012,1,27.727,,14.7537,32.0292,23.7352,8.76E-05,3.2975,1.6682,,229.06253,88.0341
18/09/2012,1,27.784,,14.7563,32.0287,23.7343,8.76E-05,3.4111,1.6907,,229.04391,88.03143
18/09/2012,1,27.84,,14.7672,32.0266,23.7303,7.26E-05,3.3638,1.7064,,228.98458,88.02664
18/09/2012,1,27.9,,14.7925,32.0207,23.7204,8.76E-05,3.2761,1.7342,,229.01789,88.08111
18/09/2012,1,27.958,,14.8026,32.0229,23.7199,8.76E-05,3.1716,1.809,,229.02251,88.10194
18/09/2012,1,28.01,,14.7988,32.022,23.7201,8.76E-05,2.8145,2.0707,,228.72857,87.98161
18/09/2012,1,28.07,,14.7962,32.0241,23.7223,8.76E-05,2.8557,2.031,,228.18162,87.76775
18/09/2012,1,28.129,,14.7283,32.0429,23.7511,8.76E-05,3.244,1.6404,,228.17409,87.65549
18/09/2012,1,28.186,,14.645,32.0496,23.774,8.76E-05,3.2425,1.6419,,228.82928,87.76355
18/09/2012,1,28.239,,14.6554,32.0444,23.7677,8.76E-05,3.2311,1.8273,,229.48969,88.03236
18/09/2012,1,28.298,,14.6262,32.0477,23.7764,8.76E-05,3.2303,1.833,,230.55179,88.38976
18/09/2012,1,28.38,,14.5488,32.0737,23.8128,8.76E-05,3.0861,1.7709,,231.54829,88.64762
18/09/2012,1,28.478,,14.4733,32.0828,23.8356,8.76E-05,3.0587,1.7594,,231.92277,88.66086
18/09/2012,1,28.574,,14.4563,32.0861,23.8417,8.76E-05,3.1464,1.8033,,231.82555,88.59508
18/09/2012,1,28.662,,14.4561,32.0842,23.8403,8.76E-05,3.1815,1.8208,,231.79485,88.58185
18/09/2012,1,28.764,,14.4675,32.0806,23.8351,8.76E-05,3.138,1.8208,,231.63782,88.54024
18/09/2012,1,28.901,,14.4732,32.0797,23.8333,8.76E-05,3.1082,1.8208,,231.61579,88.54162
18/09/2012,1,29.032,,14.4711,32.0801,23.834,8.76E-05,3.0571,1.9467,,231.61291,88.53686
18/09/2012,1,29.146,,14.4707,32.0787,23.833,8.76E-05,2.9976,2.0947,,231.22628,88.38758
18/09/2012,1,29.23,,14.4865,32.0755,23.8272,8.76E-05,3.0548,2.0749,,230.303,88.06097
18/09/2012,1,29.306,,14.5088,32.0717,23.8196,8.76E-05,3.1685,2.0348,,228.752,87.50538
18/09/2012,1,29.386,,14.5121,32.0689,23.8167,8.76E-05,3.1594,1.9807,,227.07263,86.86723
18/09/2012,1,29.453,,14.5113,32.0675,23.8158,8.76E-05,3.1212,1.772,,225.27429,86.17699
18/09/2012,1,29.501,,14.4932,32.0786,23.8282,7.26E-05,3.1143,1.7525,,224.19457,85.7386
18/09/2012,1,29.555,,14.4725,32.0783,23.8323,8.76E-05,3.0472,1.5195,,224.15988,85.68928
18/09/2012,1,29.643,,14.4594,32.0828,23.8385,8.76E-05,3.0472,1.5202,,224.63857,85.8521
18/09/2012,1,29.732,,14.4586,32.0805,23.8369,7.26E-05,3.0472,1.6476,,225.15631,86.04735
18/09/2012,1,29.812,,14.4591,32.0816,23.8376,8.76E-05,3.0472,1.6537,,225.16051,86.05042
18/09/2012,1,29.877,,14.4439,32.0843,23.843,8.76E-05,3.1784,1.8166,,225.37989,86.10919
18/09/2012,1,29.949,,14.4415,32.0831,23.8425,8.76E-05,3.2067,1.8513,,225.7858,86.25945
18/09/2012,1,30.024,,14.4393,32.0836,23.8434,8.76E-05,2.9755,1.7571,,226.24268,86.43052
18/09/2012,1,30.093,,14.4387,32.0835,23.8434,8.76E-05,2.8763,1.7159,,226.63291,86.57835
18/09/2012,1,30.162,,14.4388,32.0835,23.8434,8.76E-05,2.8412,1.73,,226.86312,86.66655
18/09/2012,1,30.231,,14.44,32.0824,23.8423,8.76E-05,2.8145,1.7407,,227.09881,86.758
18/09/2012,1,30.306,,14.4373,32.0841,23.8441,8.76E-05,2.8801,1.814,,227.12279,86.76333
18/09/2012,1,30.379,,14.4366,32.0831,23.8435,8.76E-05,2.9618,1.907,,227.14026,86.76834
18/09/2012,1,30.445,,14.438,32.0826,23.8429,8.76E-05,2.9503,1.8838,,226.92327,86.68754
18/09/2012,1,30.502,,14.4379,32.0825,23.8428,8.76E-05,2.9251,1.833,,226.2324,86.42351
18/09/2012,1,30.565,,14.4368,32.0829,23.8434,8.76E-05,2.9206,1.8147,,225.49923,86.14167
18/09/2012,1,30.629,,14.4378,32.0822,23.8425,8.76E-05,2.9007,1.7342,,224.87138,85.90323
18/09/2012,1,30.68,,14.4401,32.0821,23.842,8.76E-05,2.9244,1.7373,,224.8416,85.89577
18/09/2012,1,30.725,,14.4386,32.0825,23.8427,8.76E-05,3.3142,1.7899,,225.33869,86.08327
18/09/2012,1,30.784,,14.4346,32.0839,23.8445,8.76E-05,3.3127,1.7899,,225.49188,86.13563
18/09/2012,1,30.847,,14.4194,32.0869,23.8501,8.76E-05,3.0991,1.9387,,225.47752,86.10518
18/09/2012,1,30.906,,14.414,32.0863,23.8507,8.76E-05,3.0838,1.9501,,225.26278,86.0135
18/09/2012,1,30.955,,14.417,32.0858,23.8497,8.76E-05,2.9656,1.7472,,224.93888,85.89475
18/09/2012,1,31.009,,14.423,32.0841,23.8471,8.76E-05,2.9366,1.6968,,224.84084,85.86693
18/09/2012,1,31.07,,14.4261,32.0839,23.8464,8.76E-05,2.871,1.714,,224.52728,85.75233
18/09/2012,1,31.127,,14.4231,32.085,23.8478,8.76E-05,2.8389,1.722,,224.73618,85.82757
18/09/2012,1,31.176,,14.4203,32.0852,23.8485,8.76E-05,2.8862,1.6778,,225.38115,86.06916
18/09/2012,1,31.21,,14.4209,32.0844,23.8478,8.76E-05,2.9244,1.6415,,225.95708,86.28961
18/09/2012,1,31.213,,14.4253,32.0839,23.8465,1.02E-04,3.0487,1.6293,,226.48213,86.49753
18/09/2012,1,31.215,,14.4279,32.0833,23.8455,8.76E-05,3.2189,1.6125,,226.60385,86.54831
18/09/2012,1,31.216,,14.4292,32.0832,23.8452,8.76E-05,3.106,1.6228,,226.10878,86.36139
18/09/2012,1,31.244,,14.4285,32.084,23.8459,8.76E-05,2.8389,1.6473,,225.21946,86.02101
18/09/2012,1,31.297,,14.4276,32.083,23.8453,8.76E-05,2.9022,1.6698,,224.43984,85.72116
18/09/2012,1,31.367,,14.4265,32.0845,23.8467,8.76E-05,3.2189,1.7834,,224.19593,85.62689
18/09/2012,1,31.421,,14.423,32.0839,23.847,8.76E-05,3.2105,1.7808,,224.57015,85.76335
18/09/2012,1,31.466,,14.4223,32.0838,23.8471,8.76E-05,2.9984,1.6968,,225.11077,85.96858
18/09/2012,1,31.522,,14.4212,32.0851,23.8483,8.76E-05,2.9984,1.6968,,225.41138,86.08213
18/09/2012,1,31.589,,14.4196,32.0846,23.8483,8.76E-05,2.9091,1.7701,,225.5838,86.14487
18/09/2012,1,31.657,,14.4227,32.0838,23.847,8.76E-05,2.9,1.7777,,225.65984,86.17902
18/09/2012,1,31.736,,14.4241,32.0831,23.8462,8.76E-05,2.8046,1.7052,,225.58745,86.15343
18/09/2012,1,31.814,,14.4228,32.084,23.8471,8.76E-05,2.7786,1.685,,225.33772,86.05627
18/09/2012,1,31.909,,14.4244,32.084,23.8468,8.76E-05,2.9297,1.6965,,225.05794,85.95219
18/09/2012,1,32.011,,14.4294,32.082,23.8442,8.76E-05,3.0106,1.703,,224.75022,85.8422
18/09/2012,1,32.105,,14.4341,32.0816,23.8429,8.76E-05,2.8427,1.703,,224.77321,85.85896
18/09/2012,1,32.185,,14.4338,32.0825,23.8437,8.76E-05,2.6924,1.7033,,224.91311,85.91231
18/09/2012,1,32.27,,14.4323,32.0824,23.8439,8.76E-05,2.8679,1.7571,,225.10307,85.98221
18/09/2012,1,32.37,,14.4276,32.0836,23.8458,8.76E-05,3.1327,1.8388,,225.35254,86.07002
18/09/2012,1,32.462,,14.4278,32.083,23.8453,8.76E-05,3.1029,1.8056,,225.16268,85.99757
18/09/2012,1,32.544,,14.4298,32.0829,23.8448,8.76E-05,3.0228,1.7155,,224.8578,85.88448
18/09/2012,1,32.632,,14.4251,32.0842,23.8468,8.76E-05,3.0487,1.7075,,224.77268,85.84453
18/09/2012,1,32.73,,14.4224,32.0838,23.8471,8.76E-05,3.2067,1.6602,,224.93707,85.90238
18/09/2012,1,32.831,,14.4238,32.084,23.8469,8.76E-05,3.2021,1.661,,225.4967,86.11865
18/09/2012,1,32.919,,14.4245,32.0832,23.8462,8.76E-05,2.961,1.7464,,225.8536,86.25578
18/09/2012,1,32.975,,14.4341,32.0814,23.8427,8.76E-05,2.961,1.7468,,225.90378,86.29068
18/09/2012,1,32.975,,14.4323,32.0819,23.8435,8.76E-05,2.9396,1.7468,,225.82321,86.25708
18/09/2012,1,32.985,,14.4365,32.0809,23.8418,8.76E-05,2.9366,1.7461,,225.34913,86.08273
18/09/2012,1,32.994,,14.4379,32.0812,23.8418,8.76E-05,2.9549,1.5977,,224.75687,85.8591
18/09/2012,1,32.986,,14.4373,32.0815,23.8421,8.76E-05,2.961,1.5511,,224.48968,85.75605
18/09/2012,1,32.978,,14.4382,32.081,23.8416,8.76E-05,3.0228,1.5629,,224.45107,85.74273
18/09/2012,1,32.984,,14.4412,32.0804,23.8405,8.76E-05,3.0587,1.5694,,224.52945,85.77751
18/09/2012,3,1.077,,15.3225,31.8876,23.5041,1.57E+03,1.2756,0.3754,,255.14315,99.09345
18/09/2012,3,1.081,,15.3342,31.8863,23.5005,1.48E+03,1.2665,0.383,,255.21652,99.14409
18/09/2012,3,1.105,,15.3385,31.8874,23.5005,1.45E+03,1.239,0.4056,,255.62122,99.31042
18/09/2012,3,1.205,,15.3378,31.8881,23.5012,1.72E+03,1.2451,0.4082,,255.82937,99.39051
18/09/2012,3,1.315,,15.3327,31.8889,23.5029,1.55E+03,1.2878,0.4239,,255.96044,99.43178
18/09/2012,3,1.379,,15.3296,31.8893,23.5039,1.39E+03,1.2878,0.4235,,256.15594,99.50182
18/09/2012,3,1.415,,15.3271,31.8889,23.5042,1.51E+03,1.3123,0.4056,,256.22964,99.52532
18/09/2012,3,1.482,,15.3213,31.8888,23.5053,1.60E+03,1.3123,0.4056,,256.32615,99.55115
18/09/2012,3,1.592,,15.3186,31.8889,23.506,1.51E+03,1.2581,0.4162,,256.43493,99.58819
18/09/2012,3,1.705,,15.3211,31.8883,23.505,1.17E+03,1.2512,0.4174,,255.97826,99.41533
18/09/2012,3,1.731,,15.3223,31.8889,23.5052,1.36E+03,1.2787,0.4082,,255.59811,99.27043
18/09/2012,3,1.644,,15.3264,31.8867,23.5026,1.43E+03,1.2878,0.4056,,255.57821,99.2694
18/09/2012,3,1.573,,15.3303,31.8882,23.5029,1.40E+03,1.2794,0.3747,,255.44737,99.22728
18/09/2012,3,1.673,,15.3076,31.8954,23.5133,1.61E+03,1.2749,0.3567,,255.98958,99.39723
18/09/2012,3,1.924,,15.2521,31.9026,23.5309,1.30E+03,1.2817,0.3964,,257.07043,99.71102
18/09/2012,3,2.112,,15.2264,31.9053,23.5386,1.14E+03,1.2878,0.4361,,257.55309,99.84874
18/09/2012,3,2.135,,15.2174,31.9044,23.5398,1.28E+03,1.3519,0.4422,,257.67664,99.87827
18/09/2012,3,2.067,,15.2355,31.9003,23.5327,1.53E+03,1.458,0.4525,,257.43665,99.81863
18/09/2012,3,2.101,,15.2265,31.9075,23.5402,1.20E+03,1.4366,0.4391,,256.94515,99.61466
18/09/2012,3,2.174,,15.179,31.9161,23.5571,1.49E+03,1.3733,0.3998,,256.99467,99.5448
18/09/2012,3,2.164,,15.1655,31.9212,23.564,1.21E+03,1.3855,0.4033,,257.29838,99.63872
18/09/2012,3,2.137,,15.1669,31.9191,23.562,1.17E+03,1.4702,0.43,,257.03257,99.5373
18/09/2012,3,2.208,,15.1559,31.9232,23.5676,1.40E+03,1.4702,0.43,,256.23152,99.20766
18/09/2012,3,2.364,,15.1259,31.9367,23.5844,1.08E+03,1.5305,0.4117,,255.72278,98.95975
18/09/2012,3,2.487,,15.0845,31.9516,23.6048,1.05E+03,1.5305,0.4117,,255.70952,98.88178
18/09/2012,3,2.542,,15.0661,31.9556,23.6119,9.67E+02,1.6693,0.4468,,255.73491,98.8576
18/09/2012,3,2.561,,15.0785,31.9519,23.6063,1.02E+03,1.6892,0.4517,,255.77286,98.89454
18/09/2012,3,2.592,,15.0466,31.9644,23.6228,1.02E+03,1.7044,0.4262,,256.10746,98.96835
18/09/2012,3,2.673,,15.0193,31.973,23.6352,1.00E+03,1.7098,0.4178,,256.58216,99.10297
18/09/2012,3,2.785,,14.979,31.9861,23.654,8.50E+02,1.8082,0.4616,,257.28923,99.30392
18/09/2012,3,2.866,,14.9623,31.9882,23.6592,8.86E+02,1.87,0.4887,,257.66285,99.41612
18/09/2012,3,2.911,,14.9496,31.9915,23.6645,7.28E+02,1.931,0.4948,,257.68164,99.40019
18/09/2012,3,2.955,,14.9499,31.9924,23.6651,8.12E+02,1.9928,0.5013,,257.39103,99.28917
18/09/2012,3,2.98,,14.9403,31.9937,23.6681,7.99E+02,2.0256,0.4853,,256.83693,99.05728
18/09/2012,3,3.026,,14.9389,31.9947,23.6692,8.00E+02,2.0798,0.4586,,256.27313,98.83761
